client_id,account_id,archetype,home_branch,preferred_day,branch_loyalty,counterparty_known_ratio,op_mix_retrait,op_mix_versement,op_mix_virement,op_mix_cheque,amount_mean_retrait,amount_mean_versement,amount_mean_virement,amount_mean_cheque,amount_std_retrait,amount_std_versement,amount_std_virement,amount_std_cheque,frequency_retrait,frequency_versement,frequency_virement,frequency_cheque,account_opening_date
b2456b57-ee71-48a6-91c8-d5876e6e4c3f,0423fa95-9dce-489c-8528-ce955013861a,salaried,BR-021,3,0.9841642897419878,0.9680405774283485,0.421118,0.041567,0.491889,0.045426,219.8,210.05,509.72,587.97,45.0,30.0,60.0,60.0,2.66,0.78,2.6,0.5,2020-08-10
ad78070c-3ac6-4750-8b3d-9ddad07b43bf,157d4499-a6dd-4dbc-8eb6-05a520fd6f75,salaried,BR-149,6,0.9356263972122032,0.7803420628644852,0.511454,0.038459,0.401875,0.048213,478.23,71.67,295.04,617.66,45.0,30.0,60.0,60.0,2.67,0.51,0.86,0.2,2022-05-14
15f56041-57c0-4f36-9eca-dff3620d5d9c,3db0c204-37d8-4b7b-a295-f69022a3e59c,salaried,BR-065,1,0.9710043902203329,0.7970598598310503,0.580231,0.05318,0.312178,0.05441,378.69,209.5,509.49,604.99,45.0,30.0,60.0,60.0,3.65,0.26,2.51,0.3,2011-02-06
ff871aec-f76c-40cf-b33b-bc2cf04e4c2f,206131e3-981c-43e0-88e9-442dca006700,salaried,BR-114,2,0.8108106782376108,0.8810933447186893,0.526835,0.039278,0.394271,0.039616,317.69,165.66,581.96,533.15,45.0,30.0,60.0,60.0,1.07,0.54,0.86,0.19,2010-02-26
0a042db7-8cd1-48d8-9dcb-a76d33418766,6213f931-22bd-412c-9762-f1a722393650,salaried,BR-044,1,0.7234576053365129,1.0,0.5849,0.054144,0.305477,0.055479,276.71,221.6,445.36,488.91,45.0,30.0,60.0,60.0,3.13,0.39,1.33,0.4,2017-12-28
f0bb1338-21fe-4808-8174-c39732305d09,b37f9bd8-4038-466e-91bd-2cedf3ce1ba1,salaried,BR-120,3,0.9908281986889357,0.7123097530433093,0.51184,0.057375,0.379546,0.051239,314.27,323.17,602.87,447.39,45.0,30.0,60.0,60.0,2.63,0.35,1.59,0.61,2020-04-03
8fe2abc4-d6a4-4aae-9aad-7e0eee2fa7b8,68bba0c3-2b38-46fc-aae9-8479fd8aa978,salaried,BR-063,1,0.9831290190793041,0.6986792679675863,0.543629,0.056248,0.356175,0.043948,349.82,203.5,540.13,586.37,45.0,30.0,60.0,60.0,4.34,0.26,1.22,0,2015-07-14
fd17d377-e8dd-4078-9456-94346c7b3e2d,6043cab9-4733-462a-bd4e-f9a4c8a820fe,salaried,BR-066,5,0.7671501842837557,0.8858088817646456,0.528769,0.058269,0.355914,0.057048,133.67,240.47,519.33,518.33,45.0,30.0,60.0,60.0,2.84,0,1.7,0.33,2018-06-02
5dbb0aad-b422-4701-8ba5-342ef46d8c39,9c656722-6c96-4234-96cb-7c1b95567a21,salaried,BR-080,1,0.7726967380625,0.8715820460869264,0.57784,0.042212,0.347928,0.03202,246.58,243.44,472.75,535.2,45.0,30.0,60.0,60.0,2.2,0.27,3.39,0.29,2015-06-16
d9eb7bc2-71dc-4c2b-9d80-54798a9f9aa8,fdf7e02d-0fa5-4bbe-9b34-0a9ce9456d9c,salaried,BR-066,2,0.9036152256930808,0.9381761930237468,0.464342,0.048903,0.431085,0.05567,361.3,218.49,382.38,654.67,45.0,30.0,60.0,60.0,5.28,0.57,3.0,0,2017-05-06
220b3d41-721b-4478-b065-737ae2f40eb7,727f7a3c-c2fd-44b2-b1d6-36ae9e462327,salaried,BR-125,3,1.0,1.0,0.409613,0.057575,0.471956,0.060856,376.71,124.55,271.43,536.2,45.0,30.0,60.0,60.0,3.5,0,3.04,0.35,2012-09-24
42b6be25-d373-489c-a2df-cad7eef9a9ad,e78e5f66-1df8-4271-a610-5665fa8082b4,salaried,BR-035,3,0.8910818204056484,0.8388376686201697,0.460958,0.05251,0.435803,0.050729,366.28,155.6,488.53,567.2,45.0,30.0,60.0,60.0,3.03,0,0.86,0.24,2020-02-05
cc0781db-881e-429b-9f53-a7a42fdd67fe,b20b3a1d-76c1-4e5b-ab4e-ba906345224f,salaried,BR-105,2,0.7984538486577301,0.8405915804162485,0.518492,0.039824,0.393775,0.047909,274.8,234.04,391.93,614.0,45.0,30.0,60.0,60.0,1.66,0.51,2.21,0.33,2010-12-24
11ea528f-9366-419d-964c-cc2b13ee460e,3d2e17cd-3db2-435a-82e3-d5ecf861571e,salaried,BR-091,1,0.7966592377672159,0.790613552725304,0.493061,0.047302,0.411368,0.048269,199.14,232.26,357.84,542.42,45.0,30.0,60.0,60.0,3.84,0.63,1.5,0.44,2012-11-27
475827d5-79f0-472f-897e-5a9ee2ead297,4fd68926-3b00-41e2-b181-cdf75e9fe8bc,salaried,BR-068,6,1.0,0.8568685311983949,0.549311,0.024799,0.386095,0.039794,234.89,166.21,387.43,495.86,45.0,30.0,60.0,60.0,2.62,0.07,0.33,0,2016-04-17
e024412e-d339-4e18-8458-06cf86950e52,5635fb6c-e60c-47fa-92e8-91352499c067,salaried,BR-143,5,0.8877903522017309,0.815427583225589,0.495398,0.039878,0.43187,0.032855,330.67,186.1,471.76,498.49,45.0,30.0,60.0,60.0,1.17,0.4,2.85,0.59,2012-07-16
45caca10-88bb-4c7f-9c41-3d52c99b3268,24e2e9ba-958c-4da6-9947-06e86513f3c2,salaried,BR-075,4,0.8947791246339394,0.8512677742577703,0.427658,0.048351,0.461618,0.062372,440.26,211.69,454.65,355.25,45.0,30.0,60.0,60.0,1.56,0.56,4.61,0.43,2020-06-27
8a8e191f-6071-4b87-93c2-6a4cc22918de,bd8967e3-b730-4138-a3d1-9954047f1c94,salaried,BR-094,4,0.8007239510497348,0.6357012634746395,0.410795,0.037456,0.501873,0.049875,361.97,259.63,619.27,321.38,45.0,30.0,60.0,60.0,2.82,0.76,2.14,0.13,2013-07-04
8abad750-7a34-432f-aa0d-0b7396a6e797,75de6d1f-5884-4e8f-9246-5bd624271d56,salaried,BR-103,2,0.7769167920881721,0.8547737069567256,0.546778,0.048508,0.359544,0.04517,283.53,192.02,479.95,445.56,45.0,30.0,60.0,60.0,2.79,0.3,3.22,0.63,2021-03-28
1e82ac13-bffc-4ac7-a270-8e4c4ec72b99,57522b16-e677-4424-ae96-e2c828dab1f1,salaried,BR-078,1,0.7884782503929058,0.895955049328135,0.601287,0.059613,0.29202,0.04708,234.0,264.16,655.19,497.2,45.0,30.0,60.0,60.0,4.45,0.21,0.28,0.36,2013-12-14
f56fb8c1-b977-4b2c-bde7-5227aa81c9aa,83922597-6300-4700-8708-aabcacaa6ac5,salaried,BR-038,1,0.7552350985499068,0.7711704279220085,0.576422,0.058662,0.291872,0.073044,327.0,193.67,465.08,590.56,45.0,30.0,60.0,60.0,2.88,0.24,1.42,0.35,2015-02-28
5c02798a-f1fd-41c5-93e3-5df24a4cea2c,cda3cdf5-05a1-4033-ba4c-f83093f25039,salaried,BR-026,2,1.0,0.9737530629422643,0.520007,0.04376,0.36218,0.074054,193.07,161.85,383.01,537.25,45.0,30.0,60.0,60.0,3.03,0.6,1.62,0.37,2020-07-29
5ab9c1d6-1f55-4fdd-85c7-146939eb2cfc,3c96f298-5e89-4bc6-a183-a604a4988e8f,salaried,BR-112,3,0.9117545622461769,0.9259317704563574,0.582976,0.055943,0.299148,0.061933,255.52,135.84,417.44,381.41,45.0,30.0,60.0,60.0,4.25,0,0,0.49,2014-01-23
e484a945-8164-4a23-8ee7-86b3cea5937b,19002525-0631-421a-9e1f-863861ab212f,salaried,BR-097,4,1.0,0.8683756362964796,0.524794,0.061023,0.361837,0.052346,371.89,149.08,452.18,410.38,45.0,30.0,60.0,60.0,1.81,0.36,2.21,0.19,2020-10-24
a309afcd-83ac-4513-8572-db60b62b627a,dd9e0095-44bd-404b-8ff2-f33d2f202048,salaried,BR-012,3,1.0,0.844810813254197,0.45971,0.052798,0.426299,0.061193,289.93,136.23,456.31,240.18,45.0,30.0,60.0,60.0,3.95,0.31,1.17,0.12,2022-04-06
fc6fd79b-5cae-4b00-948b-834a6d9f0443,35f80e47-840e-44cb-83da-ef331d34630f,salaried,BR-090,5,0.674905555306768,0.820521235208567,0.431715,0.063862,0.437623,0.066799,396.91,199.9,322.6,425.5,45.0,30.0,60.0,60.0,3.75,0.65,2.43,0.62,2014-08-24
d6dda345-221b-4f33-96d7-602864047326,e543f4ff-1eda-43d9-8078-9242fc3a7d23,salaried,BR-095,1,0.9200144275543857,0.8879784845866344,0.490611,0.041122,0.419322,0.048944,316.44,155.47,488.43,579.96,45.0,30.0,60.0,60.0,2.03,0.19,0.19,0.37,2010-01-22
dc5411d0-8bf3-4e45-9f65-a91d1f933124,bce54010-566d-48c8-b9a8-7d6dd80ae0a3,salaried,BR-114,1,0.9560255347502066,0.8353706126206162,0.498799,0.065328,0.392127,0.043746,181.06,206.52,336.61,516.78,45.0,30.0,60.0,60.0,1.24,0,1.94,0.82,2010-09-05
409085ff-2bdc-4cd0-8076-ed205f5c101a,ef7beafc-210b-48c0-aa1a-e3090a280a2b,salaried,BR-011,5,0.8232119883150372,0.8874711531668653,0.490793,0.061562,0.359408,0.088237,396.81,137.83,254.22,541.46,45.0,30.0,60.0,60.0,2.73,0.3,1.78,0.79,2017-01-10
4c6a813d-cb06-4d3a-ab9f-acbc660a58a9,67d44b25-0efe-4b49-a696-0face562fb48,salaried,BR-101,3,0.9820422132024237,0.9277097691910804,0.459505,0.052181,0.42915,0.059165,423.88,160.55,552.72,516.33,45.0,30.0,60.0,60.0,3.56,0.53,2.4,0.36,2020-01-13
3d8dbf8d-6cd3-4f52-a333-927134d3cc49,ba502ed9-5d90-497d-82ba-40aea376fad7,salaried,BR-105,3,0.9660606586961594,0.7851311427830374,0.554614,0.043593,0.343837,0.057956,303.55,292.38,583.01,472.31,45.0,30.0,60.0,60.0,2.35,0.35,0.81,0.24,2019-07-19
92734b5c-5134-4b72-a66b-d0ed137c935f,5aede9cb-5e81-4b65-8237-73f8dbbad02b,salaried,BR-015,2,0.9172236414931899,0.843675407905359,0.530954,0.054796,0.360386,0.053864,288.79,214.35,379.22,500.45,45.0,30.0,60.0,60.0,4.37,0,1.53,0.17,2011-01-21
068e2c9e-a609-4734-933f-695b90faf33c,cc2e41ae-2ecc-4d50-a742-ffdfbd6d0988,salaried,BR-046,3,0.8537747301194571,0.776911877454276,0.50561,0.045512,0.395692,0.053187,338.57,227.77,487.06,601.55,45.0,30.0,60.0,60.0,3.61,0.07,0.83,0.91,2017-04-14
cd253b64-3215-4dac-8a66-a56d22a3525f,868fa2f1-ba10-43a7-af9e-13bdb0f861db,salaried,BR-119,3,0.9122419295140296,0.7891129303821516,0.437484,0.038521,0.468578,0.055418,287.23,226.36,487.34,389.96,45.0,30.0,60.0,60.0,2.9,0.21,1.94,0,2017-04-29
fbe2b0ea-4e50-4ff5-bb0e-a3357b16454f,c3f28c16-b334-48bd-ba2d-473a184d9586,salaried,BR-015,4,0.8833663796424649,0.7233944075635407,0.468139,0.059639,0.436413,0.03581,313.23,221.39,487.72,500.89,45.0,30.0,60.0,60.0,2.27,0.14,3.27,0.15,2020-02-08
f0bdb86f-9544-4f68-ba82-8f9f8d08fdcd,88ffb34c-8aca-430a-8c42-5770041a4f0b,salaried,BR-087,1,0.8937894367516815,0.9590736549135788,0.534988,0.055965,0.361455,0.047593,400.49,180.2,316.53,582.81,45.0,30.0,60.0,60.0,3.91,0.42,3.62,0,2013-07-22
3d260169-b8dd-4a08-b08b-2b830cae8dd7,fecbdcdd-20ba-436b-b9c1-5b1496b5ac21,salaried,BR-119,6,1.0,0.8754376530763074,0.57096,0.045682,0.342376,0.040982,347.43,189.96,393.28,603.19,45.0,30.0,60.0,60.0,2.63,0.33,2.3,0.18,2014-02-08
dd1e777d-3d8d-4443-99e2-0e089279d81c,9775da5f-7737-45e1-a670-80b3436db38e,salaried,BR-027,2,0.809307767639552,0.8653105903248064,0.484409,0.059557,0.402074,0.053959,249.85,159.95,578.85,561.71,45.0,30.0,60.0,60.0,2.75,0,1.87,0.46,2012-02-18
128317f5-41cd-4389-b9d5-13c58aa770dc,6cca2dc1-c57a-42e1-aa94-8494708c659a,salaried,BR-146,1,0.9294181097768264,0.9059686404278634,0.42704,0.049043,0.464988,0.058929,284.74,279.98,471.2,309.26,45.0,30.0,60.0,60.0,2.27,0.04,0.9,0.45,2022-07-18
49fdf861-51b3-4d25-af69-5f0707df19b8,8efa684e-9970-4ba9-bcde-10ed7bebf86b,salaried,BR-004,3,0.8968496830095679,0.8346195930362739,0.511034,0.044223,0.392996,0.051747,325.92,170.73,715.33,562.05,45.0,30.0,60.0,60.0,2.57,0.73,1.39,0.94,2011-01-11
63a96db7-89c8-4375-b801-0aa6406b84eb,b876f399-1376-4ae3-b40c-684b49bb3690,salaried,BR-029,4,0.883328089719223,0.7150933599407294,0.515808,0.048876,0.385741,0.049574,174.73,243.61,303.03,407.89,45.0,30.0,60.0,60.0,3.17,0.72,2.74,0.29,2021-04-24
1e94131c-1ff8-465b-8a5d-6b0cf5499f58,bf89939a-79fa-4e00-b64a-aab604e92aa0,salaried,BR-083,3,0.8737508808245991,0.783653897853347,0.567015,0.06756,0.310451,0.054973,234.48,170.58,366.61,160.46,45.0,30.0,60.0,60.0,2.47,0.74,3.65,0.63,2010-07-23
907c7234-ec86-49af-8e78-2f5c22a2d9b1,9afcdf75-ec81-4989-b9c4-1758c17b7b00,salaried,BR-075,2,0.8906117665317501,0.7381390484327689,0.539456,0.055183,0.359805,0.045556,358.28,197.55,588.61,440.27,45.0,30.0,60.0,60.0,2.43,0.5,4.16,0.64,2015-11-24
d5257bb1-4c6a-4e73-ac32-fc0bf7d1fabb,770887a7-4d20-4de0-8e2d-3ab664c27005,salaried,BR-012,3,1.0,1.0,0.485221,0.037157,0.433253,0.044368,322.5,116.88,428.13,450.21,45.0,30.0,60.0,60.0,3.24,0.29,2.32,0.49,2020-03-14
59edd05f-6a1c-4a6e-8236-5364529929ef,c4bb3aa4-d42c-41e3-a46d-45b033c0d42f,salaried,BR-138,5,0.7885250434326353,0.9351923878582593,0.524376,0.045747,0.369236,0.060641,418.6,194.54,511.5,551.43,45.0,30.0,60.0,60.0,3.89,0.79,0.4,0.65,2018-07-19
3809fa04-d0a4-4b7c-8af2-27a010e095a2,0fb14326-1589-43da-a09d-c67a6df73618,salaried,BR-108,6,0.9893740152821837,0.998081386154299,0.556322,0.063605,0.329145,0.050928,213.22,187.22,326.17,434.72,45.0,30.0,60.0,60.0,3.87,0.93,1.91,0.34,2017-01-05
a4beee8e-fc8f-4944-9c27-ca0b492a1996,8f5369a4-de9d-4cdc-9bbe-b74ff70249b5,salaried,BR-092,2,0.838336611857934,0.793802465383663,0.548263,0.044309,0.364119,0.043309,369.68,138.77,399.96,438.67,45.0,30.0,60.0,60.0,3.54,0.52,0,0.07,2019-12-27
8a27d062-8374-4bad-8199-1f816b64aa37,3b309e07-7de1-4d7f-87ba-25f33bf910db,salaried,BR-136,1,0.9170984181398819,0.9351165497191365,0.490589,0.042729,0.419393,0.047288,181.02,256.39,504.42,576.1,45.0,30.0,60.0,60.0,4.51,0.61,1.85,0.51,2017-02-28
de8ef5fa-ddc9-4723-97d0-2dba25619d23,5623037f-8b18-4586-902f-18bd19689a03,salaried,BR-126,5,0.9320161018304357,0.9808124589377555,0.58498,0.040341,0.333628,0.04105,249.06,183.72,434.62,441.53,45.0,30.0,60.0,60.0,2.76,0.12,1.39,0.73,2018-10-03
acfafc8a-ff94-49d3-8175-fc6cbb3ead47,c35179ab-51c0-4969-81b4-0355edbfd835,salaried,BR-032,2,0.7472327099208256,0.7739304752175985,0.53239,0.06357,0.354139,0.049901,355.81,239.26,681.55,430.37,45.0,30.0,60.0,60.0,3.81,0,1.84,0.65,2022-01-27
0e674fc1-be71-483e-bbf5-a03766584c20,d0e4dc4e-c77a-48c9-b4e7-0498d2094ed9,salaried,BR-090,1,1.0,0.7086843869903044,0.432085,0.051741,0.459464,0.05671,390.82,193.06,538.32,667.25,45.0,30.0,60.0,60.0,3.52,0.3,2.14,0.95,2018-08-29
27399115-2dff-4cd0-b445-db8e4fe3eb68,9f7b3437-5d6f-452f-8ec3-a2a46ac291eb,salaried,BR-054,4,0.8873922426089985,0.8298669288089511,0.454864,0.062796,0.437571,0.044768,142.01,253.54,495.2,316.56,45.0,30.0,60.0,60.0,3.95,0.29,2.09,0.28,2022-03-17
d9287688-e84a-48a6-9d09-c9ca00525909,1910b6ae-905c-4f82-ace3-eea1455e09e5,salaried,BR-114,6,1.0,0.8366776835300302,0.52764,0.048983,0.377153,0.046224,446.75,183.27,406.19,457.64,45.0,30.0,60.0,60.0,3.8,0.58,0.71,0,2013-05-10
9a42a1d8-bf58-4872-a7dc-cefeb216e984,faeea6bf-a54f-4760-b73f-3bd0cace8f72,salaried,BR-028,5,1.0,0.8072957466229688,0.509325,0.053033,0.377199,0.060444,255.21,175.84,413.73,505.67,45.0,30.0,60.0,60.0,3.96,0.1,1.5,0,2021-10-06
c9fec342-f3ec-4b47-b12b-aff0d5c1c8b6,25be5263-713b-43e3-8147-47becf6888e8,salaried,BR-084,4,0.7502696049571927,0.9012893579831942,0.455623,0.032462,0.465356,0.046559,330.77,100.48,377.01,366.58,45.0,30.0,60.0,60.0,3.58,0.23,1.26,0.58,2015-04-11
7bc1cd8c-1b94-4528-8bf3-08d849adf9a5,deec6504-36c1-4fd7-9a7f-0f1d6efc8536,salaried,BR-046,4,0.8682863006914466,0.8437088229664734,0.474155,0.047076,0.432389,0.04638,374.94,153.74,497.65,547.25,45.0,30.0,60.0,60.0,2.55,0.52,1.29,0.44,2022-01-20
61e9648d-9e55-492f-8937-10bfffaa73c0,075e769b-620d-4bfc-8d70-c373f8d47f8b,salaried,BR-088,1,0.8418576639977197,0.9876502061824587,0.536941,0.048439,0.375866,0.038753,117.61,155.63,483.25,412.53,45.0,30.0,60.0,60.0,2.77,0.66,2.53,0.12,2018-12-29
a540c189-1a63-484c-bbc5-139c51e9d39b,c331e6d0-7ab7-4461-88e7-568d8b0b2d3e,salaried,BR-082,2,0.9777977804861857,0.8910908905726294,0.477289,0.051556,0.426875,0.04428,357.33,247.87,390.12,593.17,45.0,30.0,60.0,60.0,2.91,0.14,1.35,0.82,2018-03-15
59212f04-9a8c-4e71-ba68-c5904f5251c1,450c5e7e-ad0d-4437-8711-5921cf977815,salaried,BR-083,3,0.7270315492095927,0.8742161206585551,0.553785,0.056261,0.333419,0.056535,184.2,178.71,419.83,548.37,45.0,30.0,60.0,60.0,2.8,0,3.2,0.75,2012-04-09
2c2953e3-f348-47b3-a955-b7d4beed49ff,c545fea7-0afd-4dac-add2-1700730ed415,salaried,BR-065,2,0.8525418647520635,0.6219395450254045,0.48161,0.047426,0.432463,0.038501,359.75,160.11,497.75,353.73,45.0,30.0,60.0,60.0,2.92,0.07,2.28,0.19,2020-04-15
b7051b0e-6c4e-4beb-aca4-86c39c346843,d89ba8ba-75aa-4404-8e58-272dec1a9cb2,salaried,BR-040,1,0.884255391766425,0.867850793195496,0.508105,0.054602,0.384963,0.05233,405.84,233.11,398.63,454.35,45.0,30.0,60.0,60.0,1.69,0.26,2.96,0.5,2021-12-24
d33eb9e9-c592-47e3-b8e3-e9be8b8cc0f2,f477605d-23e3-41cb-b9d0-917f54f917a3,salaried,BR-114,1,0.922275209819191,0.7628968015899443,0.496136,0.041582,0.41009,0.052191,374.75,273.53,518.77,553.51,45.0,30.0,60.0,60.0,3.23,0.79,2.01,0,2013-11-11
75a71f1c-d971-4530-98ee-bc33b3883a03,1b64e757-a597-455c-8f93-987d25e12c52,salaried,BR-080,4,0.756701454101756,0.7494645055454767,0.508698,0.0539,0.386955,0.050446,356.74,194.45,303.01,416.64,45.0,30.0,60.0,60.0,2.42,0.29,1.27,0.42,2021-04-14
a957e3c4-6109-40b9-8ce1-3d66455436ab,44af334f-fdb4-469e-9a91-b942518e1cf3,salaried,BR-116,6,0.996650306662199,0.9442265166453829,0.549262,0.06347,0.342099,0.045169,330.45,240.57,324.86,504.38,45.0,30.0,60.0,60.0,4.19,0.27,2.57,0.61,2016-07-17
95817f2d-cd1e-4efc-aafc-6c7bb74111a8,7741fe52-b45a-4776-9359-acee2aa82952,salaried,BR-017,5,0.9426114962789145,0.9925532722831135,0.389991,0.064975,0.496752,0.048282,296.02,238.53,310.16,396.53,45.0,30.0,60.0,60.0,4.33,0.48,2.23,0.07,2022-10-07
fc1a6b21-431e-4c5a-9835-0a421e815bde,25737708-34f1-4c64-9bb8-8821c7dc4e46,salaried,BR-052,1,0.9612768935290338,0.7223077629153567,0.526265,0.053105,0.35988,0.060751,383.67,155.26,495.46,361.4,45.0,30.0,60.0,60.0,3.64,0.45,1.71,0.26,2015-09-17
d5e33454-6a4a-412a-a1e3-a1005fc6b290,82e44423-9c26-44c2-b954-cd0ea58718d3,salaried,BR-071,2,0.7895086617655986,0.8810803215841567,0.476948,0.056582,0.420498,0.045972,291.51,183.13,591.44,444.89,45.0,30.0,60.0,60.0,2.89,0.79,2.67,0,2010-11-19
64882937-9f8b-46fd-a869-6dc0d58197b0,50c387b4-59e3-44b9-9af7-70d9b1f8d1cb,salaried,BR-113,1,0.8819262052371697,0.8100162418646114,0.518586,0.041221,0.377436,0.062758,316.02,177.28,442.69,522.27,45.0,30.0,60.0,60.0,2.98,0.75,2.44,0.59,2010-05-17
e81419c3-9d6f-4d48-857e-7997c6c51515,2721b4a8-a443-460b-afc6-ef4ca76dbb27,salaried,BR-033,1,1.0,0.7612706839806417,0.524893,0.043626,0.36467,0.066811,335.75,246.48,533.01,509.57,45.0,30.0,60.0,60.0,3.3,0.49,1.13,0.78,2013-08-22
b3c5c46d-4083-43a6-a316-f267695004f0,3fc60ec2-4095-4a73-ac76-26e2c60cd0e0,salaried,BR-023,2,0.8828474031325777,0.8360061006588396,0.437728,0.032523,0.471231,0.058518,207.51,244.23,454.42,478.47,45.0,30.0,60.0,60.0,2.55,0,0.63,0.2,2014-12-10
929340be-5e13-4f1d-b4b4-49eca69813dd,7d5675f3-7a14-422e-b3e8-5d2c8d111132,salaried,BR-064,5,0.9561306084319482,0.7275634116267036,0.485518,0.035683,0.424117,0.054682,261.32,209.36,249.19,432.46,45.0,30.0,60.0,60.0,2.39,0.03,1.6,0.19,2015-08-17
540c68ec-cebe-4932-8a7b-72cc8d22f21d,5655031e-d681-4d18-9f84-348fced6a4da,salaried,BR-049,4,0.8821749641597914,0.8794620036771718,0.54044,0.066852,0.33207,0.060637,305.84,175.15,275.81,452.81,45.0,30.0,60.0,60.0,2.52,0.29,3.65,0.03,2022-12-16
d7de0700-4bdb-4743-99e5-518ca9200edb,0c6e7eca-01c6-4240-a94d-74a84610e9a1,salaried,BR-051,1,0.9241129721112046,0.8931764066737437,0.435093,0.058056,0.448686,0.058165,243.49,316.07,593.7,591.78,45.0,30.0,60.0,60.0,3.06,0.13,3.7,0.15,2015-06-02
e783bc93-c586-4379-ad15-97c36e3fe844,3ca6ee25-9f8c-422f-ad7e-059dfa4065c2,salaried,BR-102,5,0.9723741073904423,0.9134995016375154,0.437473,0.061612,0.449381,0.051534,424.34,169.93,449.13,288.49,45.0,30.0,60.0,60.0,2.21,0.22,3.57,0.21,2017-09-11
ef3a137e-4508-4358-bce8-32060039346e,0a6172dc-a479-4cab-9212-a6eddc437e8c,salaried,BR-137,4,0.8895234748589766,0.8402321437071322,0.529354,0.045998,0.365804,0.058844,326.35,198.7,447.7,415.56,45.0,30.0,60.0,60.0,2.9,0.59,0.38,0.78,2012-08-26
75424d22-cc72-4b4f-984f-f016768c4a14,cb254beb-958d-45c9-b935-f3572a1532b7,salaried,BR-071,5,0.8484718986350757,1.0,0.481856,0.064753,0.397032,0.056359,251.27,259.57,615.38,606.1,45.0,30.0,60.0,60.0,0.63,0.56,1.2,0.47,2020-08-14
358dab4a-6e90-4101-afda-d78cb83eab78,39be333b-7e67-4655-a8b3-a266e8f8ecfb,salaried,BR-072,1,0.7927637281131048,0.8848311234956936,0.463847,0.054198,0.418811,0.063144,260.38,230.66,384.35,333.57,45.0,30.0,60.0,60.0,3.59,0.78,1.8,0.1,2022-06-20
1e3f070d-e64b-4097-97b0-b820f3669ac9,59059e57-5576-4dc8-9cd0-daef6420a5d5,salaried,BR-100,2,0.9695368507632206,0.8712216162664943,0.541324,0.048054,0.355592,0.05503,195.13,259.52,534.87,405.32,45.0,30.0,60.0,60.0,2.56,0.12,1.38,0.1,2011-10-29
420c2c0e-1dd2-45b4-a924-221f6a344123,8c39c1ee-213a-4085-bb57-c20ae715cfd2,salaried,BR-145,1,0.7150337656578364,0.6925763265203363,0.474052,0.049012,0.440706,0.03623,68.61,173.63,315.48,497.24,45.0,30.0,60.0,60.0,2.12,0.06,2.75,0.52,2010-10-03
82dc65ee-4e4a-4189-a57c-bedd88502684,c7d1ee1f-88b4-46a9-90d3-7c9399cc52c5,salaried,BR-128,1,1.0,0.7527376570851986,0.517794,0.062278,0.362038,0.05789,266.86,205.1,333.08,534.68,45.0,30.0,60.0,60.0,2.95,0.18,2.58,0.1,2014-07-05
f7b69410-b002-402b-8180-8729868ac2c3,1196697b-1d52-4aef-aadd-95c6838b150c,salaried,BR-065,3,0.9523252437719766,0.8288122650020028,0.535946,0.051534,0.345432,0.067087,281.74,173.44,474.9,446.64,45.0,30.0,60.0,60.0,3.05,0.16,2.63,1.09,2020-07-23
6ca50858-0339-414c-9df4-6c99eeec711a,59e0bbef-e8b3-47a0-88c5-aa13789ea5f5,salaried,BR-054,1,0.9874733768433537,0.7846091808486091,0.553986,0.030033,0.375767,0.040214,249.46,189.53,423.67,581.99,45.0,30.0,60.0,60.0,3.15,0.94,2.2,0.25,2011-01-02
8d36602c-ea91-4d1e-aab9-1aaa746ed21e,b5f417fb-a6d5-4071-a153-dad5dbd563d7,salaried,BR-107,2,0.7892764890294951,0.8505239699969696,0.490984,0.051687,0.3937,0.063629,83.26,161.92,415.25,465.63,45.0,30.0,60.0,60.0,3.49,0.53,1.36,0.27,2010-02-18
74820f51-f0e8-454b-bf10-b5cc403ac397,3faa3854-6712-4a7a-9136-60bc1d9a6d95,salaried,BR-003,2,0.8756931837793227,0.643810019685524,0.563587,0.0558,0.331968,0.048646,387.91,197.12,366.6,332.19,45.0,30.0,60.0,60.0,4.57,0.56,1.44,0.65,2015-09-03
007ed303-f615-4408-a796-952236000325,efe9444b-d0c8-49e8-a4f1-9e6304dfc59d,salaried,BR-127,2,0.965441214641502,0.8382020815833885,0.45322,0.048344,0.439831,0.058606,218.17,290.09,414.56,604.8,45.0,30.0,60.0,60.0,1.27,0,1.77,0.21,2010-03-11
9bb1535e-f0dd-4e2b-8a1e-e85817cd6a2d,c26470af-bddd-4c15-b4fa-feb2b1cb0bdd,salaried,BR-147,3,0.9390902387554032,0.7743524306911915,0.53676,0.040592,0.371676,0.050972,223.43,322.75,474.92,402.73,45.0,30.0,60.0,60.0,4.06,0,2.83,0,2020-07-15
bee287d2-5780-4dd3-b679-b72613fac40b,0ca485c3-d87a-4e8c-adca-5252bc2bccca,salaried,BR-025,2,0.9412845189086323,0.9960672351896755,0.475026,0.042773,0.438085,0.044117,422.81,230.75,396.0,477.85,45.0,30.0,60.0,60.0,3.22,0.76,1.28,0.92,2022-09-01
f4f7e188-6374-45da-bef1-3aa2ae4b2c7c,35ccdecd-56e4-4452-96cf-d4fc2e5fa973,salaried,BR-103,1,0.797103661470832,1.0,0.478508,0.045352,0.416892,0.059248,351.54,192.05,293.75,661.77,45.0,30.0,60.0,60.0,1.4,0.84,2.36,0,2013-09-02
